review_sentence,arousal,valence,cuisine
  i will definitely make this again,3.1859132420091325,6.415274725274726,Italian
 this would be very good over mashed potatoes as well,3.972303008681175,6.859960750150322,Italian
 thanks,4.05,7.73,Italian
"thank you, rita",3.33,7.77,Italian
  apologizing for not rating your recipe for several years,5.673369079535301,5.900990803071965,Italian
"  every time i see eggplant in the market, i do a mental calculation of how many bags of it i have in my freezer",4.437354470862879,5.671429247390973,Italian
"  you see, i use it for a 'cooking"" sauce for fish filets and chicken breasts",3.8630661395265964,6.045647083510722,Italian
 it freezes well,4.56,7.67,Italian
 i've also used it with pasta as a salad,4.362743204461595,5.639616124893072,Italian
"  even when on a diet, i figured how to make this without olive oil and the results are nearly the same when baked on mild fish or chicken",4.148507671130822,5.8112133839657325,Italian
  really jazzes up a dish,4.866150712830957,5.983862068965518,Italian
  many ears ago i found the canned commercial variety which is really more like an appetizer spread and  loved it,5.006067027982963,7.229078513667535,Italian
  this recipe is much looser than the canned variety and thus more versatle,4.773289760348584,6.603846153846153,Italian
  love you for posting this recipe,4.784793075272722,7.338469809760133,Italian
  /  /  smalltowngirl  2 oh sooo delicious,4.92,7.38,Italian
 i used 1/4 cup of basil (it's coming outta my ears) & doubled the capers but left out the salt & sugar (my balsamic vinegar is very thick & syrupy),5.399806031659021,5.700443138256095,Italian
 i did also add a twist or two of coarsely ground black pepper,4.545335628054817,5.637892476660414,Italian
 this stuff is great,4.091868787276342,6.422105263157896,Italian
 i am packing up a 1/2 pint to include in a summer garden bounty package for a friend ,4.5451321551321815,7.1117573866789705,Italian
 i know she,3.24,6.82,Italian
ll love it,6.44,8.72,Italian
" thank you rita, this one is a keeper",2.9770833333333333,7.089310344827586,Italian
  /  /  busters friend  i am not sure why it has taken me so long to review this recipe,4.6817370349526755,6.11180667621476,Italian
  it is one that i make once to twice a year and can so that i have some when ever i want,3.5586283539999704,6.057346127706262,Italian
  this stuff is deeelicious,4.05,5.58,Italian
  i like to serve it room temp on toasted baguette slices,3.8745845682710627,6.071466745061402,Italian
  though it is just as good warm as a side dish or mixed into pasta,4.836872600095657,6.2752837416831415,Italian
  i do think it gets better and more complex with time,4.69453544937869,6.273707826412204,Italian
  i usually do not use the sun dried tomatoes,4.338880706921945,6.346344143926322,Italian
  i have a garden and use the eggplant and tomatoes from there,4.149483594658249,6.110139720558883,Italian
  you won't miss the exclusion if you don't have any in your pantry,4.29,3.64,Italian
  thanks rita for a family favorite,4.392841045376069,7.5992375873206655,Italian
  /  /  macchef  friend gave me some eggplant,5.465794979079498,7.014624505928854,Italian
"  i really want to love the stuff, so i keep trying recipes",5.279806283082997,6.834873973644601,Italian
  this one is a winner,4.276335403726708,7.049136125654449,Italian
  i had it one day for lunch with some leftover pasta,3.6979650269975726,6.463136643838372,Italian
  also shared with some friends on crackers,3.6568008048289737,7.251993865030674,Italian
  one of them said it would be very good as a pizza topping,4.10604351859009,6.6364386113688525,Italian
 i will have to try that & get back to you,4.390834611708839,5.941340842472512,Italian
"  bottom line, i love this recipe",4.414530287894436,7.135136808468144,Italian
  now i will have a difficult time using eggplant for anything else,3.9551689581143417,5.131787537743618,Italian
  and after i picked out a bunch of other recipes to try,5.2738362760834665,6.055497775875225,Italian
  thank you very much for sharing this,3.33,7.77,Italian
"  /  /  feej3940  this is very, very good",5.43,7.47,Italian
" tried some other caponata recipes too, loved the stuff, but this is just something else",6.946719367588933,7.685276595744682,Italian
 how can something so healthy be so good,3.938096352334155,6.94386488215178,Italian
" had it with garlic bread, perfect appetizer",4.60899209486166,7.245329949238579,Italian
 thank you for another favorite,3.7659259259259255,7.611479289940828,Italian
i just bought a new cuisine/art ice cream maker ice21,4.198821374734084,6.720708471048089,Italian
 i have 1 1/2 cups of blackberries from my backyard,3.88,6.1,Italian
 i am going to make the puree today and freeze in order to use the ice maker tomorrow to complete gelato recipe tomorrow,4.081046601898632,6.0085417503447935,Italian
9282  yummy,4.48,7.52,Italian
i hope your nutritional facts are incorrect,4.103888516302105,5.372441703603777,Italian
" if this entire recipe is one serving, that's a lot of food, a full days worth of calories, a weeks worth of fat, and carbos",4.038894971283643,6.099172880734751,Italian
 not even touching the cholesterol,3.940689655172414,5.80759137769447,Italian
  /  /  decritt_5206350  see 1  delicious,4.347230769230769,6.789505813953488,Italian
 my berries were a bit tart so i increased the sugar to 1 cup and i used about 1,4.902496772453681,5.153567884674434,Italian
75 cups of blackberry puree,3.24,6.63,Italian
"yes, this is a yummy recipe",4.463660130718955,7.152824858757063,Italian
" i could not find veal, and used lamb shanks",3.700791181479265,5.603820845371584,Italian
" i also used more veggies, and added finely chopped garlic when the dish was finished, so the flavour would not cook away",4.686147232670607,5.594469657830942,Italian
 i did not simmer it on the stove (could not stay and watch it) but put it in a 140 deg c convection oven,3.648779146695884,5.638534204316599,Italian
" during the process on the stove i added a few swirls of honey, which counteracts the slight acidity of the tomato and adds flavour",4.116544681404488,5.6104251975982455,Italian
 one criticism: the ingredients as written are silly,4.408945471214553,6.323425684824498,Italian
" the chef was sooo careful with his calculations for 2 people, that he went over the top",4.138267466472013,5.90572359959178,Italian
 the recipe would appeal to more people if the tiiiny extra amounts he added (like 2 1/4 t olive oil) were left out,4.341527317265734,6.207447741518969,Italian
" one caveat: watch the stew in the oven, as it will need more water or stock as it simmers",3.7603789269286167,6.278460085048894,Italian
" it must be covered, and i find it's very nice to have a pot with a glass lid so i can see right through",3.923667266648689,6.151836925822245,Italian
" a delicious, comforting dish, heartily recommended ",3.0,7.47,Italian
 just use your own judgment with those pernickety ingredient measures,4.798056699014659,4.6490544127405435,Italian
 thanks for a basically great recipe,4.223670857477819,7.337765592871831,Italian
"  /  /  zurie  this is very similar to my friend's recipe, he's a chef",3.0902222222222226,6.100546448087432,Italian
  i first had it at his restaurant and it was amazing,5.474565973977211,7.323914702443227,Italian
"  this recipe is almost an exact match and ohhh sooo good, thanks for sharing",3.8022590999007067,6.911324041811847,Italian
i made this with a ny strip steak (thin sliced),4.842581069402171,5.7044607208017135,Italian
  i just had to adjust the cooking time,4.409553072625698,6.072067183462533,Italian
  the flavors complement the steak perfectly,5.183872919818456,6.768952134540751,Italian
  goes with everything,7.38,5.26,Italian
  made for zwt 7 italy,4.2,5.96,Italian
  /  /  threeovens  delicious,4.92,7.38,Italian
 we really enjoyed this steak,4.394732578496472,6.727674180209857,Italian
 made for zwt 2011,4.2,5.96,Italian
  we will definitely make this again,3.1859132420091325,6.415274725274726,Italian
  an outstanding recipe made on the grill,4.441369038285608,6.597585734318189,Italian
 i cut back on the fatback to 6 oz but it still made a decent paste,4.125067834477498,5.420300724171847,Italian
 wonderful on the steaks,3.5093406593406593,6.788823529411765,Italian
 made for zwt 4 fancy feinschmeckers  /  /  member 610488 ,5.001445253134826,6.326079731377119,Italian
"loved, loved this",6.38,8.64,Italian
it is mouth puckering good,5.43,7.47,Italian
 just the right amount of yummy refreshing coolness needed for a hot summer day,4.401781524853709,6.803475546005656,Italian
 i used splenda for my sugar and it turned out excellent,4.926611351333713,5.83978254667277,Italian
 you just need to know that sugar and splenda do not weigh the same,4.394285714285714,6.783659305993691,Italian
 i cut the recipe down to serve 2 and my splenda came out to 1/3 cup,4.9957322862150635,5.552626077136647,Italian
so if you make the full recipe i would use 1 cup of splenda,3.8844231678044934,6.141712044300876,Italian
 the photo doesn't do justice to the green color of this dish,4.898650771927397,6.773024033860908,Italian
 the basil add a nice herby flavor,4.139878450663425,6.404740153664533,Italian
 thanks for posting :)  /  /  teresas  2 love the basil and lime combo in this tart yet sweet treat,4.465517742841455,7.148381610778781,Italian
 a great palate cleanser that will cool off those hot summer nights,3.904164419183611,6.658792391515605,Italian
 the only change i made was to use splenda for baking (different from regular splenda) instead of regular sugar,4.446768896266392,6.132310071859107,Italian
 will make again,3.1859132420091325,6.415274725274726,Italian
 thanks for the post,4.066187050359713,6.33452961672474,Italian
  /  /  debbwl  1 tart and sweet and so good and refreshing,4.491296757534903,7.44237833483391,Italian
 i halved the recipe and used 2 limes and 1 big lemon and used basil from the garden,4.367432838490271,5.923054361994708,Italian
 thanks,4.05,7.73,Italian
 made for prmr game,5.009714285714287,6.319013157894737,Italian
"  /  /  sharon123  this lovely ice really does look like snow, but it tastes like summer",4.55728271996878,6.6721077394694905,Italian
"  an excellent palate cleanser, neither too tart nor too sweet",4.634003350083752,7.682181818181817,Italian
  /  /  chef kate ,3.05,6.15,Italian
"this an excellent recipe, cg",5.15,7.56,Italian
" it's calamari fritti, the real thing and absolutely delicious",4.85901954376103,6.876570965413305,Italian
 no calamari fan should miss this one,3.478587531514139,5.339954865785098,Italian
"  /  /  nelly  6 good recipe, but you should avoid salting the bread crumbs prior to frying",4.692672886791953,5.675434479276023,Italian
 salt breaks down the oil and much of it will end up being washed off by the oil,4.026762412336227,4.884875530284858,Italian
 it's best to salt immediately after frying,4.561143451143452,6.621608187134502,Italian
  /  /  shootermcgavin  3 the canary sings,4.073307291666667,6.427352941176471,Italian
  a delicious recipe,4.6460678642714575,7.097230320699708,Italian
"  i eliminated the egg and just used cornmeal to bread, and it worked wonderfully",4.561961075797093,4.677098757234219,Italian
  /  /  lyttleradish  2 we tried it last night and all liked it,4.809730597784418,6.607886643822929,Italian
  it tasted so delicious yet very easy to make and simple to prepare,4.097260577408298,6.583478359996424,Italian
  /  /  kall5988  2 perfect,4.71,7.19,Italian
 your tip on getting the oil the right temperature was really helpful for me,4.238316772893176,6.188736576684764,Italian
" i made sure the oil was just right and they came out light, tender and crispy",4.6080731138113595,6.089166268726703,Italian
 i won't dread making calamari again,4.342794759825328,4.988181818181818,Italian
 thank you,3.33,7.77,Italian
holy chocolate nirvana,4.386678966789669,6.538634361233479,Italian
 twenty stars,4.6588,6.718367346938775,Italian
  made the gelato and it was just delightful,5.066693711967546,6.483931034482759,Italian
  very creamy,3.12,6.48,Italian
"  will make again, but not often as this is ultra",3.1859132420091325,6.415274725274726,Italian
decadent,4.05,6.09,Italian
  followed directions with no changes and this recipe is just a winner,4.888767956817763,6.571144184695803,Italian
  thanks for a great one,3.5528485349051113,7.147481718216781,Italian
" i needed a ganache for my cake topping,& this worked wonderfully, i had some left over & made truffles with it, i have never made truffles & surprised myself",4.883281225121532,6.121253954227433,Italian
 thanks so much,4.05,7.73,Italian
"  /  /  gretchen  2 it's almost silly how good the gelato is, no one can seem to eat more than a few bites because it's so rich (which is more than okay)",4.835474525393206,6.977825162902443,Italian
 i am definitely going to make this again,4.892768595041322,5.701594202898551,Italian
<br/><br/>i recommend softening the chocolate chips in the microwave for 3,4.404505494505495,6.666037735849056,Italian
4 seconds first because it makes them easier to stir in,4.99109633816326,6.075156584097864,Italian
"  /  /  pita288  1 great for kids with a chocolate addition, young and old",4.983649686026173,6.26598691175627,Italian
  i made this as a gelato,4.2,5.96,Italian
  used vanilla extract also as an option,4.435259594463302,5.807971204793401,Italian
  great taste and flavors,4.71301775147929,7.037879656160458,Italian
  glad that everyone saved one for me,3.746327956883106,6.925459189218563,Italian
  made for prmr tag,4.926666666666666,5.55931914893617,Italian
  /  /  weekend cooker  1 outstanding chocoholic fix,5.184998996990973,6.98524699599466,Italian
" i was going to make this as a ganache, but when the weather turned really warm (everyone else around here calls it really, really hot",4.475460550764049,5.727188232791092,Italian
") i decided to go with the gelato, & that was wonderful",4.718808080808081,6.760938511326861,Italian
 so easy to prepare for something that has such a great taste,4.4221250303617525,6.656686828967512,Italian
 thanks so much for a great summertime keeper,4.438330632847557,7.3617993589633715,Italian
" [tagged, made & reviewed in please review my recipe]  /  /  sydney mike  1",4.644737317205272,5.804891148481293,Italian
very good recipe,4.864615384615385,7.175245901639344,Italian
 i didn't use my rice cooker i just cooked it in a pot,4.238544835002164,5.9632394994582425,Italian
 was fast and easy to make and tasted great,4.539269253566745,6.635503993377402,Italian
  /  /  stephyo  1 this was great,4.14,7.5,Italian
i used jasmine rice,3.9491685393258424,5.7862172284644195,Italian
no cheese,3.8,6.81,Italian
and was great,4.14,7.5,Italian
  /  /  luv2cook 6  1 this risotto was delicious,4.92,7.38,Italian
" i used half broth and half white wine and added some lemon zest, simply divine",4.208442015063382,6.123827525908876,Italian
 thanks for a great recipe,4.223670857477819,7.337765592871831,Italian
  /  /  gemini08  1 this dish has lots of great flavor and we really enjoyed with our dinner,4.93197322373117,6.734771541747738,Italian
  i used risotto rice to get the full effect of the recipe and i am glad i did,3.864565100133258,6.3638923227763655,Italian
  it was awesome,6.05,7.86,Italian
  thanks bev,4.05,7.73,Italian
  /  /  sherylsprague68  1 this was the best rice i've ever had,4.6,7.18,Italian
" i did not have risotto rice, so used plain ole long grain white ",4.032364365546304,5.118846592737805,Italian
 i cannot imagine how good it will be when i make it with the risotto,4.200052802778071,6.782444693876114,Italian
 thanks for sharing  /  /  princesspage  1,4.05,7.73,Italian
this is an excellent recipe for muffuletta bread,4.424731404390954,6.970200387847447,Italian
"  in fact, i have a double recipe in my oven right now",3.9473626223493556,6.50158902857286,Italian
really,4.36,5.84,Italian
"

however, this recipe is taken practically word for word from a great cookbook called, ""cajun",4.625256196912301,5.932123932180419,Italian
  i believe it was first published in 1986,4.00781124497992,7.194242424242425,Italian
"  i don't know if, ""linda"" took this recipe from the book or from someone else who took it from the book but i do believe in giving proper credit to the original author",4.211946074856386,6.072252538934348,Italian
"

as i said, the recipe is very good",4.864615384615385,7.175245901639344,Italian
 i use rapid rise yeast and i make mine in my kitchen aid mixer,4.008815638273088,5.989204175882055,Italian
"  i first combine the water, yeast and sugar in a separate bowl",4.423808916180866,5.8864527473691215,Italian
"  in the mixer work bowl i combine the flour, salt and shortening, (this time i used lard) and mix it with the mixer paddle until the fat is cut in thoroughly",4.47532164510874,4.852297090560815,Italian
  i then add the water/yeast and a bring it together with the paddle,4.0,6.23,Italian
  i then switch to the dough hook,5.2500431034482755,5.380153846153846,Italian
  sometimes i have to add a few more tablespoons of water to keep it moist,4.116856598545202,6.387335752952756,Italian
  it should just barely pull away from the side of the bowl while it kneads,4.244046511627907,5.193756097560976,Italian
  i let it knead on about speed 3 for 10 minutes,4.233521172054249,5.805076975709888,Italian
  i remove the dough and briefly knead it by hand before shaping it into a smooth round ball,4.932481967926992,5.590635697810218,Italian
  i put the ball into a greased large metal bowl and cover with plastic wrap to double in bulk,4.120391400412714,5.39035172667962,Italian
"  another change/recommendation i would make is that when you punch down the dough and spread it out into a round loaf you make it smaller than 10"", maybe more like 9""",4.530620173436657,5.742842980846187,Italian
"  as it rises it will also spread out to about 10""",3.998074398249453,6.45354114713217,Italian
  i gave this recipe 5 stars but i gave those stars to terry thompson instead of linda because terry is the original,5.149834959248713,6.81673543011537,Italian
  time to take the bread out of the oven,4.309024188926614,5.84572759598182,Italian
"  it came out perfect, as usual",5.106719999999999,5.700648967551622,Italian
"

bruce  /  /  bruce benjamin  9 this is a dead ringer for the original new orleans bread, but what do i know",4.5089257016610285,6.2220204191295005,Italian
and the cook,4.44,6.16,Italian
  made for all you can eat buffet,4.384564324154302,6.4120964223495704,Italian
special event tag,4.813836504286012,6.126995188683125,Italian
  /  /  gailanng  2 completely perfect muffaletta bread recipe,4.322205872617522,6.841158097068716,Italian
  this has also become my go to roll recipe,4.028283964660534,6.224565924496279,Italian
  i've found that the initial rise may take much less time than an hour though,5.1772151954277685,5.787005100060979,Italian
  check it after a half an hour if your yeast is very fresh,2.81010152284264,6.610978260869565,Italian
  great oven spring when fully risen also,4.021849890195065,7.0709368412626405,Italian
"  since it's not a super lean dough it holds well for a day or two  /  /  chefhelen7  1 i made this today, to prepare for a mega",4.332332452103605,6.290135181566652,Italian
muffuletta sandwich that will be assembled for lunch tomorrow,3.607320327985585,6.70938218901933,Italian
 the recipe was easy to follow ,4.331622646138747,6.40761933349156,Italian
 i especially liked the extra instructions provided by @bruce benjamin ,4.495308884369961,6.4764045215386625,Italian
 i followed his guidance with using my kitchenaid mixer with mixing paddle and dough hook,4.708469279247355,5.291195292362073,Italian
 i maybe could have used a touch more water in the mix ,4.7186488275960805,5.867298614429049,Italian
" the dough ball was firm, not sticking to the bowl at all",4.171781237788933,5.876611969277823,Italian
" it rose well, and smelled amazing after baking",4.516248586542586,7.175737863583108,Italian
 i'm hoping the bread won't be too tough after the time in the mixing bowl ,4.391889576635043,5.7559314834847815,Italian
 will post a follow,3.6514024804896215,5.840518375044599,Italian
up with shots of this loaf made into a gigantic muffuletta sandwich,4.536083333333334,6.503916666666667,Italian
 my only irritant is the sesame seeds ,4.49,6.39,Italian
 they fall right off,4.846456692913386,6.019270270270271,Italian
 i saw another recipe that called for an egg wash,4.6682433925065085,5.724894120237314,Italian
 would that help keep those sesame seeds in place,3.723595580196095,6.212221694679201,Italian
these were great,4.14,7.5,Italian
  i had a bit of trouble cooking the cookies,5.385864209974599,4.793637707814922,Italian
"  i may have made them a bit thick,  i turned out with 16 cookies and had to increase the cooking time to about 12 minutes at 350 for the cookies to set",4.37057248567541,5.498243021048663,Italian
  also i only have one sheet pan so i chilled the left over dough before making the second batch and found that made it much easier to roll out the dough without it sticking to my board while cutting out the cookies,4.512373436452587,5.786916891047944,Italian
  i used frangelico on the cookies and chopped almonds for the ice cream rolling,3.865651979708546,5.720341032929215,Italian
"  oh, yeah, i didn't have an egg on hand, so i used recipe #19402 which worked really well, though now that i think about it may, be the reason i had trouble getting the cookies to set up",4.227199352750945,5.673710917439222,Italian
  /  /  mc baker  1 this was great,4.14,7.5,Italian
 the amaretto gave the cookie almost a marzipan flavour,4.977564655172413,6.728287671232877,Italian
 i love chocolate and almonds so i melted some semi,5.787033898305085,8.222702702702703,Italian
sweet chocolate and spread it on the cookie,4.109634664869197,7.106872128981895,Italian
 i used finely chopped almonds and chocolate and candied sprinkles to roll the semifreddo in,4.284654947493935,5.62708198574434,Italian
 delicious,4.92,7.38,Italian
 will make this again thanks,3.467997129480914,6.855711470564087,Italian
"  /  /  marlitt  i found the cookie dough to be fairly easily to work with, but would caution against over working the dough",4.747028447480556,5.968942844543771,Italian
  i rolled it out fairly thin and ended up with 21 cookies using a biscuit cutter,4.829274258262729,5.781709594594601,Italian
  i did skip the amaretto step,5.845737051792829,5.319999999999999,Italian
"  after the cookies cooled, i used purchashed vanilla bean gelato & sliced almonds to make 6 sandwiches",3.844946836987871,6.113300473690948,Italian
  they were very good and i am happy i made several for the freezer,5.2709474734585715,6.558519027818344,Italian
  the rest of the cookies will be enjoyed plain,3.3767236701184844,6.673268779745909,Italian
  made for zwt 4,4.2,5.96,Italian
  /  /  susie d  zwt4 italian dessert challenge: made the cookies (with amaretto) last night and assembled them this morning,4.0196233288410745,6.52175445407294,Italian
 tried one for breakfast before work as a splurge,4.671393475061475,6.066286037296722,Italian
 nice treat,5.055222672064778,7.067382198952879,Italian
  /  /  mom2rose  i cant believe i finally made an italian frozen dessert,4.3394859281766,6.1336596251481055,Italian
"  this was so easy, i completed the dish while waiting for laundry to dry",4.50830897703549,5.338426966292134,Italian
   used my mexican vanilla and borrowed puppitypup's  suggestion and used my pastry brush to add the amaretto to the cookies,4.2098956532419765,5.992067651006711,Italian
  used pistachios to better go with the vanilla base i was using,4.105813099264032,5.876843274573449,Italian
"  after this, will not be at all timid about italian frozen desserts",3.7172694212702924,5.2333144101246525,Italian
  thnx mamma mia for posting,3.93,5.52,Italian
  made for zwt4,4.2,5.96,Italian
spectacular,6.65,7.5,Italian
"  and i didn't have the parsely,  ancho chili or white wine",4.565848214285715,6.25126984126984,Italian
  used a couple tablespoons of white wine vinegar instead,4.950200177122795,6.018756940382552,Italian
  used about half the pepper flakes and 2/3 of the cumin,4.26,4.6,Italian
  <br/><br/>i didn't squeeze the raw calamari completely dry and think that made for an even more flavorful sauce,4.234966539148419,5.63822707290324,Italian
  wonderful to sop with the baguette,4.57,7.41,Italian
  /  /  jpkgo  this was a very nice use of calamari,4.317441860465117,5.933222222222222,Italian
  i didn't take the time to roast the garlic and it was still very flavorful,5.1999222588015375,5.522719307643371,Italian
  i really liked the flavors from the ancho and parsley which paired well with the acid from the limes,4.220013323121734,6.352308275336424,Italian
  will absolutely make this this again,3.9120936541989613,6.370656484204535,Italian
  /  /  doyles  see 1  this was pretty good,5.106768642447419,7.221419201628407,Italian
 i noticed a taste from the canned diced tomatos,5.22,6.66,Italian
 next time i'll use fresh and i'm sure it will be better,3.526214816097294,6.306519102940612,Italian
" but after eating the leftovers the next day, the canned taste wasn't there any more",5.448752556237218,6.959940298507463,Italian
 i didn't have capers or the one pepper,2.67,6.09,Italian
 i only gave it 4 stars because i still felt it was missing something,4.9196642961127095,5.358427752848658,Italian
 i would have like a veggie or two more in it,3.5813942853173404,6.78056036714521,Italian
 but still a great base recipe to get creative with and make your own,4.083605495778354,6.095116681616645,Italian
" also, go with your gut with how long to cook at the end",4.360450403002762,5.232353486086777,Italian
 there were plenty of juices so i just let it boil until the calarami tasted done,5.462294914253169,6.645178346621904,Italian
 still plenty of sauce left for my bread,4.48571725153515,5.904309406028924,Italian
" <br/><br/>btw, i've never used wine to cook so i had to do research",4.565533329325168,5.740098959407112,Italian
 i ended up getting sutter home pinot grigio from the little 4 pack bottles,4.999183048540752,6.195045576942257,Italian
 one mini bottle is just more than what the recipe calls for so it's a great way avoid wasting a large bottle,4.470902018450605,5.439004360581668,Italian
  /  /  francine88  my husband and i really enjoyed this recipe,4.577345998871763,7.011893830423624,Italian
"  i followed it as written, and it was easy to prepare and did not get overcooked or chewy",3.9883733768592142,5.985273415578243,Italian
"  it is a spicy, flavorful, and lighter alternative to fried calamari",4.74,5.94,Italian
  i served it with garlic toasts and a simple mixed greens salad,3.9594431670138737,6.156796606998066,Italian
  thanks for sharing this one,3.3211267605633803,6.971766233766234,Italian
  /  /  cookie mccookerpants  delicious,4.79992523364486,7.348265895953757,Italian
 i can't get ancho chillis here but used plain green chilli instead,3.900867398880233,5.234090841926106,Italian
 i will definitely make this again,3.1859132420091325,6.415274725274726,Italian
fantastic,6.4,8.36,Italian
  i just loved this scaloppine,6.38,8.64,Italian
  i went with chicken breast and served it a pasta side,5.036688390272596,5.678767513013362,Italian
"  i, too, used fresh parmesan shavings, so good",3.863874714104475,6.418045375792406,Italian
  by dipping the chicken/pork in the egg mixture really makes a difference with the texture and creates a nice crunchy exterior,4.174354813100123,5.743221062815409,Italian
  thanks for sharing the recipe,4.257373271889401,7.2665680473372785,Italian
  made for holiday tag  /  /  diner524  3 so so good,5.425360244727397,6.341815568526405,Italian
  the perfect amount of lemon flavor without overpowering the delicate taste of the pork cutlet,4.368137120003147,6.577339178198883,Italian
"  i did purchase a block of parmesan cheese for true grated parmesan as suggested by the author and yes, it does make for a better sauce",4.4365938787997985,6.347044851250999,Italian
  i used 1/2 and 1/2 instead of the heavy cream as that is what i usually have on hand,4.034645088818733,5.3583036000052005,Italian
  i had a little over 1 pound of pork so the 6 tablespoons was not enough so adjusted for that,4.58,4.98,Italian
  i did add a couple of tablespoons of capers just because we love them with lemon suaces,5.223814049179785,7.564557249684341,Italian
  the meat was just tender and juicy,4.614131404490228,6.881282566857207,Italian
 thanks so much for sharing gailanng,4.05,7.73,Italian
  will make this one again,3.0044548353129166,6.3169585509501065,Italian
  /  /  nimz_  2 enjoyed it,5.2,8.02,Italian
  cream got too thick though,4.89546468401487,6.011026392961877,Italian
and i had only used milk,3.9757539682539678,5.148901098901099,Italian
  i'm not a good last minute cooker so i gave it too much cooking time,4.379668952826784,6.270757058640669,Italian
  /  /  bake em n take em  1 great chicken,4.513428765547792,6.186082826950383,Italian
  my sauce didn't turn out right but was still good,4.789154228042173,6.206953651377629,Italian
  served with fresh lemon chive pasta,4.184970258629903,6.290217511794768,Italian
  /  /  adopt a greyhound  1 what a wonderful recipe,4.575112323074925,7.037418655097613,Italian
  it brought back a lot of memories of family dinners from my childhood,4.846401599675132,6.452292889656111,Italian
  i had frogotten how good fried pork chops reaaly are,5.43,7.47,Italian
  we all thought these were delicious,4.8711524163568765,6.848709677419355,Italian
"  /  /  realtor by day, chef by night  1",3.266367816091954,6.438078078078078,Italian
this is very good,5.43,7.47,Italian
 i love the crunch of the toasted french bread,4.904336283185841,8.136666666666667,Italian
 great flavors,4.14,7.5,Italian
  /  /  epc6816  1 great taste,4.71301775147929,7.037879656160458,Italian
 i added some greens to the whole thing and it was good too,4.533370786516853,6.64068345323741,Italian
lalumiere  1 i enjoyed this quite a bit although i wouldn't add the cucumber next time,4.2957431677828914,6.027321952603499,Italian
  i really liked the addition of olives and capers to a bread salad,4.5722368604554156,6.326241915055386,Italian
  i added a few sliced mushrooms & lots of fresh cracked black pepper as well,4.098395656981276,6.591738014645923,Italian
  thank you for sharing your recipe,3.918,7.339036544850497,Italian
  /  /  susie d  1 excellent,5.15,7.56,Italian
 i didn`t measure a thing so if the picture is off sorry,4.5347312812919585,5.272376270075386,Italian
 i did use black olives in place of the green,3.9352651808145187,5.661125991640365,Italian
 and for the capers i used evelyns capers and pepper in olive oil,4.127183378935024,4.723608319017508,Italian
this recipe is the exact same recipe my mom has been using for over 50 years,4.442656125219614,6.4331874910342846,Italian
  everyone loves them,6.38,7.96,Italian
  even my 7 year old loves them and keeps asking when we are going to make them,4.778422430046836,6.007561114451266,Italian
which will be this friday,3.0750229357798164,6.448965517241378,Italian
"  to make chocolate pizzeles, add the following ingredients to those in the recipe above",4.285960209013678,6.272528760953413,Italian
"  sift them with the flour and add to the egg mixture:  1/2 cup cocoa, 1/2 cup sugar, 1/2 teaspoos baking powder",4.296728534383403,6.062385833794326,Italian
  you can add 1 cup finely chopped walnuts or pecans to either batter,3.6232728572249053,5.1325126336819835,Italian
  can't wait to make these,4.63260593220339,4.751921708185053,Italian
  no sense adding my recipe to the database,4.048076923076923,6.43639455782313,Italian
you've got it in here,5.92,5.6,Italian
  thanks for posting,3.9938669438669443,6.359337979094077,Italian
  /  /  trixyinaz  2 these pizzelles are delicious,4.92,7.38,Italian
 it's crucial to beat the eggs until pale,4.904343913698662,4.48446858179619,Italian
 the pizzelles won't get crispy if you don't,4.272656249999999,6.130487106017191,Italian
 we like them best with vanilla or orange flavoring rather than the traditional anise,4.1559444608162694,7.227174707280097,Italian
  /  /  nener  2 i have a teflon coated pizzelle iron and i make pizzelles all the time but i wanted to try this recipe,5.290634824598161,5.694766319221524,Italian
" my iron was good and hot and i took a drop of oil on the grids before i started like i always do and t hey stuck, what a mess i had",4.267406474863962,5.291702321780301,Italian
 it took me an hour to clean the iron but im going to try and press some more using pam,5.1992817916254435,5.413568466891743,Italian
 ill keep you posted,4.703065938542504,4.231216858478337,Italian
  /  /  chajjo427  first time making pizzelles ,4.546471682316551,6.424805761139945,Italian
 they turned out great,4.572891166144795,5.969530674716809,Italian
 i got 3 doz 4 inch pizzelles,5.92,5.6,Italian
 if i took my time maybe could have gotten a few more,5.332536921217217,5.100384027998727,Italian
  tip: i loved having kitchen scissors to trim cookies,4.734620051866712,6.952428163081089,Italian
 and i used my phone timer,3.7951247165532878,5.309067524115756,Italian
 i was glad to see how simple these were,3.4369474593066043,7.0198064258631,Italian
 i like the taste ,4.820081967213115,7.064158415841584,Italian
 will try different flavors now,4.930316027088036,6.275503355704698,Italian
  /  /  reraer  i make these every year at christmas and give out as gifts,5.17354671007542,7.139798913532524,Italian
  i decided to try this recipe for a change and they were fantastic,6.016725515479448,7.198065857688143,Italian
  the only difference i noticed with these cookies is they were a bit thicker than usual,4.7,4.54,Italian
"  still, i'll use this recipe again",4.362916666666667,6.148550724637682,Italian
"big, fresh, delish, basil leaves, with vine ripe tomatos, and fresh mozzerella, with fresh ground cracked pepper",3.0792329011094854,6.212617370327984,Italian
" aahhhhh, a delight for the tastebuds",5.44,8.26,Italian
  /  /  mimi bobeck  5 great flavor with balsamic syrup,3.822970078144396,6.8069399532361565,Italian
  forgot the pepper but will do it next time,3.5629166666666663,6.066256157635468,Italian
