instruction_sentence,arousal,valence,cuisine
 flip them over and roast the other side,4.9890907558066,5.427187580853816,Mexican
" cool and transfer to a food processor or blender, along with all the delicious juice that has run onto the baking sheet",5.0679438221340725,6.70666982304049,Mexican
 add the chiles and garlic and process to a smooth puree,4.856720547579995,5.984859330710326,Mexican
 heat the oil in a medium,5.755,4.035,Mexican
size saucepan over medium high,4.75,6.64,Mexican
" when quite hot, add the puree all at once and stir until noticeably thicker and darker, about 5 minutes",5.338175491826665,5.410409147757727,Mexican
"(i cover the pot with a splatter screen)  add 2 cups of the broth and simmer over medium heat (i use high heat)  until thick enough to coat a spoon quite heavily, at least 10 minutes",4.758401249218612,5.6416631220043465,Mexican
 i keep it simmering while i shred the chicken,3.320386965376783,6.245,Mexican
" (if you are making a double batch of the recipe, make sure to cook the filling for a longer amount of time",4.165388264147171,5.965341267229711,Mexican
") taste and season highly with salt, usually about 2 teaspoons",4.075333333333333,6.687640845070423,Mexican
 stir in the chicken and cilantro,5.764263392857144,5.4791428571428575,Mexican
 cool completely,3.43,6.82,Mexican
 preparing the batter: with an electric mixer on medium,3.49098917216686,5.9720420748604655,Mexican
"high speed, beat the lard or shortening with 2 teaspoons salt and the baking powder until light in texture, about 1 minute",4.275573487384717,5.637124479014943,Mexican
 continue beating as you add the masa (fresh or reconstituted) in three additions,4.689066666666665,4.46,Mexican
 reduce the speed to medium,5.600103734439834,5.148936170212766,Mexican
low and add 1 cup of the remaining broth,4.244735047712075,4.831844550830752,Mexican
" continue beating for another minute or so, until a ½",4.580019379844961,4.533851590106007,Mexican
teaspoon dollop of the batter floats in a cup of cold water (if it floats you can be sure the tamales will be tender and light),3.868733677030886,5.866940322470496,Mexican
 beat in enough of the remaining ½ cup of broth to give the mixture the consistency of soft (not runny) cake batter,4.2368603707770625,5.977662305627985,Mexican
 it should hold its shape in a spoon,4.4469156626506035,5.667099236641222,Mexican
 taste the batter and season with additional salt if you think it needs some,3.991338834839384,5.861163379814189,Mexican
" for the lightest textured tamales, refrigerate the batter for an hour or so, then rebeat, adding a little more broth or water to bring the mixture to the soft consistency it had before",3.8816933476717086,5.687247883720296,Mexican
" for forming the tamales, separate out 24 of the largest and most pliable husks—ones that are at least 6 inches across on the wider end and 6 or 7 inches long",4.34813459977267,5.195685644276528,Mexican
" if you can’t find enough good ones, overlap some of the large ones to give wide, sturdy surfaces to spread the batter on",3.8361359885506405,5.794842490249224,Mexican
 pat the chosen husks dry with a towel,3.331041162227603,5.317419354838709,Mexican
 forming the tamales,5.67,5.56,Mexican
 cut twenty,4.295525114155251,5.007455919395467,Mexican
inch pieces of string or thin strips of cornhusks,4.399649122807018,5.22966037735849,Mexican
" one at a time, form the tamales: lay out one of your chosen cornhusks with the tapering end toward you",4.013761403939517,5.622220468745484,Mexican
 spread about ¼ cup of the batter into about a 4,3.86,2.95,Mexican
inch border on the side toward you and a ¾,3.897847136772362,5.2462023904382455,Mexican
"inch border along the other sides (with large husks, the borders will be much bigger)",3.8728364856446755,5.492979980920072,Mexican
 spoon about 1 ½ tablespoons of the filling down the center of the batter,5.106413313758526,4.735841852444882,Mexican
 pick up the two long sides of the cornhusk and bring them together (this will cause the batter to surround the filling),3.9978158732111626,5.410153205319239,Mexican
" if the uncovered borders of the two long sides you’re holding are narrow, tuck one side under the other",4.370968167528104,5.4238178583651875,Mexican
" if wide, roll both sides in the same direction around the tamal",4.244046511627907,5.366607142857142,Mexican
" (if the husk is small, you may feel more comfortable wrapping the tamal in a second husk",3.305549743018954,6.353065640779034,Mexican
") finally, fold up the empty 1 ½",2.25,3.78,Mexican
"inch section of the husk (to form a tightly closed “bottom” leaving the top open), and secure it in place by loosely tying one of the strings or strips of husk around the tamal",3.660525117625474,5.90377794057912,Mexican
" as they’re made, stand the tamales on their folded bottoms in the prepared steamer",3.4187472239621894,6.161610967843798,Mexican
 don’t tie the tamales too tightly or pack them too closely in the steamer,6.538873517786562,5.561185185185185,Mexican
 they need room to expand,3.36,5.52,Mexican
 setting up the steamer,4.05,5.02,Mexican
"wrapped tamales can be done in batches in a collapsible vegetable steamer set into a large, deep saucepan",4.323859934914486,6.12744914777155,Mexican
" to steam them all at once, you need something like the kettle",3.7763213530655397,6.072405063291139,Mexican
"size tamal steamers used in mexico or asian stack steamers, or you can improvise by setting a wire rack on 4 coffee or custard cups in a large kettle",3.899648724146457,5.585581054444891,Mexican
 it is best to line the rack or upper part of the steamer with leftover cornhusks to protect the tamales from direct contact with the steam and to add more flavor,4.084498385020639,5.999452782257421,Mexican
 make sure to leave tiny spaces between the husks so condensing steam can drain off,3.640025589961544,5.466064861319986,Mexican
" steaming and serving the tamales: when all the tamales are in the steamer, cover them with a layer of leftover cornhusks",4.781192113391338,5.5345831667963905,Mexican
"wrapped tamales don’t take up the entire steamer, fill in the open spaces with loosely wadded aluminum foil (to keep the tamales from falling over)",4.68118276961473,5.449890400552149,Mexican
 set the lid in place and steam over a constant medium heat for about 1 ¼ hours,4.4564363650876,5.220413223140496,Mexican
" (depending on the size of the tamales you make, it can take up to 4 hours)",3.6718081592890917,5.8712605921121455,Mexican
" watch carefully that all the water doesn’t boil away and, to keep the steam steady, pour boiling water into the pot when more is necessary",4.268579306789176,6.146865935207907,Mexican
 tamales are done when the husk peels away from the masa easily,5.103848920863309,6.7643137254901955,Mexican
 let tamales stand in the steamer off the heat for a few minutes to firm up,4.851533480440032,5.194258114374034,Mexican
" for the best textured tamales, let them cool completely, then re",3.972710843373494,6.992799999999999,Mexican
steam about 15 minutes to heat through,5.44619341563786,4.909411764705882,Mexican
" in a saucepan, combine 1 quart of the milk with the sugar and cook over low heat, stirring frequently, until mixture turns golden",4.341001527311582,5.674918074767819,Mexican
" in the remaining quart of milk, stir in the soda and place in another saucepan",4.6583762095185275,5.272122521304106,Mexican
 add the cinnamon stick and bring to boil,3.847505720823799,6.530784313725491,Mexican
" discard the cinnamon and add the hot milk very gradually to the caramel mixture, stirring constantly",3.943275362441857,6.183350223924456,Mexican
" when all the milk is incorporated, place over a low heat and cook very slowly until the mixture is thick like melted caramel",4.270156576546863,5.368401159639808,Mexican
 cool slightly,3.43,6.82,Mexican
 then pour into a glass container and chill,6.356693548387096,4.872931034482758,Mexican
 please note that the cooking times and yield are approximate,4.7370419838910305,6.142450980392157,Mexican
" if necessary, trim steak, leaving some fat",4.81,2.28,Mexican
" in shallow dish, rub steaks with garlic and oil",3.8527169202005602,4.9065199605021865,Mexican
" marinate steaks,covered and chilled, at least 30 minutes and up to 1 day",3.7254565217391304,5.702608695652174,Mexican
 prepare grill,4.4858959537572245,6.114670846394985,Mexican
 season steaks generously with coarse salt and grill on a rack set 5 to 6 inches over glowing coals 2 to 3 minutes on each side for medium,4.132062305858648,5.794214120256203,Mexican
rare,5.1,6.05,Mexican
" (alternatively, steaks may be broiled on rack of a broiler pan under a preheated broiler 3 inches from heat about 4 minutes on each side",4.055189641940736,5.4330932646565975,Mexican
) transfer steaks to a cutting board and drizzle with lime juice,4.147943990385673,5.37876819746173,Mexican
" let steaks stand, uncovered, 5 to 10 minutes and with a sharp knife cut diagonally across grain into thin slices",4.938336612113348,4.841623898418821,Mexican
" garnish with grilled onions, serve with tortillas, refried beans and rice",4.68859375,5.949228395061729,Mexican
 in a large saucepan melt butter using low heat,4.661411132341228,4.571574468085106,Mexican
" add the garlic, onions, tomato, bell peppers, pepper, marjoram, cilantro and cumin and sauté until soft, about 10 minutes",3.913361884368309,5.600224719101124,Mexican
 stir in shredded chicken and sauté briefly,5.764263392857144,5.4791428571428575,Mexican
" add tomato sauce and broth, taste and add salt if needed",4.256353696086425,6.340386109833893,Mexican
" meanwhile, place chiles in a blender with water, cheese, olive oil, sour cream and flour tortillas",3.918976016604189,5.509177510095605,Mexican
 purée until smooth adding water if necessary to get the mixture moving,4.672574349130579,6.123268334873115,Mexican
 the sauce should be thick but thin enough to be pourable,3.9513965743241455,6.140375563955616,Mexican
 in a saute pan using medium,4.2066522678185745,5.311111111111112,Mexican
high heat add a drizzle of olive oil,4.779579703113315,5.487782674014786,Mexican
 when oil and pan are hot add the sauce and salt,4.172095922151399,5.564920421292425,Mexican
 it will sizzle when added to the oil,3.728018240078876,5.635734176378577,Mexican
 reduce heat to low and simmer for 5 minutes,5.0372590801491475,4.4031646146830825,Mexican
 heat a small amount of oil in a skillet or sauté pan,4.847892188631771,4.753125556544969,Mexican
 quickly fry corn tortillas for just a few seconds on each side or heat them in a microwave in paper towels to soften,4.497949108229202,5.389869603733858,Mexican
" fill tortillas with chicken, roll and place seam side down in serving dish or on plate and pour sauce on top",3.9880066195588237,5.800554944023727,Mexican
" serve with additional cheese, and garnish with sour cream",4.511600246383387,5.5380709283868175,Mexican
" mix flour, salt, and baking powder with your hand",4.731578947368421,6.24471186440678,Mexican
" work oil into the flour mixture until crumbly (i use my hands, it's more fun",5.02413363319466,6.11279232186469,Mexican
 add warm water and let rest 5 minutes,3.6773794913430504,6.545671880361821,Mexican
 take a small portion and pat it in a ball,4.151991508902655,5.32513202973626,Mexican
 roll flat like pie crust on a cutting board,3.715676118463668,5.558699749387142,Mexican
" on a very hot pan, cook until bubbles form",4.147737051113299,5.576432998990185,Mexican
 flip and cook until raised bubbles are dark brown,5.055258587940581,5.700001888215643,Mexican
  these will cook very fast,4.0701164536298835,6.463483169342311,Mexican
" it takes some practice to get your technique in time with rolling, cooking, flipping, rolling, cooking ",4.263375140331288,5.924635869499865,Mexican
  :) watch for burning,5.215235732009925,4.320333333333332,Mexican
 note: yield depends on the size you make your tortillas,3.1331336405529955,6.09,Mexican
"sized pot, mix all the ingredients but the chocolate",5.29,6.88,Mexican
 bring to a boil and reduce to medium,4.65,4.18,Mexican
" if you aren't a big spice person, remove the chili and cinnamon stick",4.958525841182756,5.7516992946025205,Mexican
" if you like things hot, leave them in",4.09409282700422,5.911971326164874,Mexican
" let it simmer for a few minutes, then add the chocolate",4.6227586206896545,6.544344262295082,Mexican
" with a whisk, combine the chocolate, then strain out the floaty things and serve",5.2026016625477425,5.131937695682913,Mexican
 preheat the oven to 325 degrees f (160 degrees c),2.95,6.16,Mexican
" for the recado: using a food processor, reduce the annatto, coriander seeds, peppercorns, cinnamon, salt, cloves, garlic, oregano and chile to form a paste",4.8563356607253105,5.561627328223367,Mexican
 add the juice and pulse until combined,4.287881170380876,6.214194475620718,Mexican
 rub the pork shoulder with some of the recado,4.35,6.63,Mexican
 lay half the banana leaves in a roasting pan,3.725011161865771,5.9037312647987665,Mexican
 put the pork shoulder on the banana leaves and cover with the remaining leaves,3.967175800422331,5.528465537058225,Mexican
 pour the remaining recado on top,3.6603767142250687,5.941333057765837,Mexican
" cover with a lid or aluminum foil and bake in the oven until the meat falls off the bone, about 6 hours",4.307276704152017,5.616951754869848,Mexican
" meanwhile, for the mild salsa: mix together the olive oil, cilantro, onions and orange juice",4.271589976484412,6.387217730245144,Mexican
 season with salt and pepper,3.811262626262626,6.4306,Mexican
 keep in the refrigerator until ready to serve,4.23632911392405,6.046832920578241,Mexican
" for the spicy salsa: mix together the tomatoes, lime zest and juice, cilantro, chile and onions",5.217340267459139,6.377970091387429,Mexican
 season with salt and pepper,3.811262626262626,6.4306,Mexican
 keep in the refrigerator until ready to serve,4.23632911392405,6.046832920578241,Mexican
" serve the pork with baguette sections or tortillas, add a ladle of the sauce and garnish with the salsas",4.285968809616667,5.7586751315314215,Mexican
" for the dressing: put the mayonnaise, mustard, cilantro, onions and jalapeno in the recipient of a blender and pulse until creamy",4.398715455899388,5.783946518537657,Mexican
 season with salt and pepper,3.811262626262626,6.4306,Mexican
" for the salsa: in a bowl, mix the tomatoes, chile, onions, lime zest and juice, cilantro and olive oil",4.323779530902631,5.6673567583405635,Mexican
 season with salt and pepper,3.811262626262626,6.4306,Mexican
" if you like things spicier, put everything through a meat grinder, or a blender, and grind it up",4.590509909517281,5.683675371093513,Mexican
 keep in the refrigerator until ready to serve,4.23632911392405,6.046832920578241,Mexican
 for the refried beans: heat the lard in a heavy frying pan over medium heat,5.241829477299634,4.504571898416047,Mexican
" add the onions and saute until softened and beginning to brown, about 5 minutes, stirring occasionally",3.531496062992126,6.3028020565552705,Mexican
 add the garlic and chipotle pepper and continue sauteing for 1 minute,3.913361884368309,5.751444444444445,Mexican
" add a ladle of cooked beans and, using a masher, start mashing the beans",4.366117140039625,5.980879692659482,Mexican
" once the first spoonful of beans has been mashed completely, keep adding more beans and repeating the process",4.648435142730365,6.326436534724354,Mexican
" the unique taste of refried beans occurs as a result of slowly frying the starches inside the beans in the lard, so you want to add the beans a little bit at a time, to make sure they all get good and fried",4.210825777117342,6.074349242956851,Mexican
" once all the beans have been mashed, add a little bean liquid or water, until you get the texture that you want",4.255601453432778,5.572866176613972,Mexican
" keep it a bit looser than you eventually want, as they will continue to firm up as they cool off the heat",4.266289948922471,5.550356059155968,Mexican
 season with salt and pepper,3.811262626262626,6.4306,Mexican
 keep warm,3.391322314049587,6.900634920634921,Mexican
 for the clams: scrub them under cool running water,4.648168889380775,6.668218935149732,Mexican
 discard any gaping clams that don't close when cleaned,3.9,6.85,Mexican
 set the clams on a bbq grill over a solid bed of hot coals or over high heat on a gas grill,4.448325481108732,5.9667494320111345,Mexican
 close the lid on the gas grill,4.769211744121639,6.063196278893292,Mexican
" cook the clams until they pop open, 6 to 8 minutes",4.252022786328203,5.690547359713222,Mexican
" serve with a spoonful of the dressing, the salsa and refried beans",5.41,5.46,Mexican
 garnish with lime wedges,3.83,6.1,Mexican
" cook's note: the mexican chocolate clam, so",5.29,6.88,Mexican
called for its brown,4.25,5.6,Mexican
"colored shell, is the largest west coast bivalve",4.660611353711791,6.297167630057803,Mexican
" reaching up to 6 inches across, the clams are very popular all along the coast of central america",4.690138073079563,5.679343337180966,Mexican
" if mexican chocolate clams are unavailable at your local store, you can use any other high",4.09768061986021,6.020760262919052,Mexican
quality clams (still in their shells),4.48,6.25,Mexican
 melt butter over medium low heat in a saucepan,4.791833619731124,4.392273641851107,Mexican
" add the garlic, chili powder, and jalapenos and saute",4.0,6.23,Mexican
 when the mixture begins to foam add the remaining ingredients and bring to a boil,4.4964212823168985,5.732534793250641,Mexican
 simmer for 5 minutes,3.83,5.28,Mexican
 remove from heat and serve with tortilla chips,6.731957643874927,4.4437803328881795,Mexican
"high heat, add oil",4.307922089946445,5.747802334342326,Mexican
" when oil is hot add onion, bell pepper and garlic and cook for approximately 3 minutes or until onion is tender",4.256989720120872,5.6259028852931685,Mexican
 stir occasionally,7.67,5.0,Mexican
" add tomatoes and tomato sauce, cook for an additional 3 minutes",3.9300985028208317,5.922036280442557,Mexican
" add chiles, olives, orange juice, capers, and chicken and tomato bouillon, cook for 8 minutes or until thickened",3.9117379805382377,6.03665203829,Mexican
" in a 13 x 9 inch baking dish, combine wine, chicken bouillon, seasoning sauce, and white pepper",3.7291649313525337,6.408234674346709,Mexican
 place fish in marinade and turn to coat all sides well,4.199728489628065,5.906106481633607,Mexican
 set aside for at least 5 minutes,3.9505263157894737,5.408571428571428,Mexican
 place fish in skillet with tomato mixture and spoon sauce over fish,3.696368115818533,6.032824356362674,Mexican
 reduce heat to medium,5.832829787234042,4.171818181818181,Mexican
"low, cover and cook for 5 to 10 minutes or until fish flakes easily",4.385076840173119,5.830063553496141,Mexican
 serve immediately on bed of rice,3.820115748860049,6.368054256314311,Mexican
 combine all ingredients in a medium bowl,3.47,5.33,Mexican
" if using with poultry or pork, marinate for 3 to 4 hours before grilling",4.26,5.0,Mexican
" fish and shellfish should marinate no longer than half an hour as the citrus will ""cook"" the seafood",3.821432480878153,6.406710833434472,Mexican
" for the chiltomate: ***note: to roast the tomatoes, place them on a dry, hot griddle or skillet over med",3.701428862421139,5.806571352052904,Mexican
low heat,6.046388888888888,3.850476190476191,Mexican
 turn frequently until all the skin has blackened and blistered,4.653793814432991,5.333451957295374,Mexican
" remove them from heat and let them cool a few minutes, then peel",6.040625697582517,4.813122171945702,Mexican
 pass this mixture through a strainer onto a bowl to discard the seeds,4.189962985811228,5.851882851420911,Mexican
 heat the corn oil in a medium saucepan,5.755,4.035,Mexican
 add the onion and cook until limp,3.8400116425730086,4.7918955706794595,Mexican
 add the strained tomato,3.9072727272727272,6.238676470588235,Mexican
habanero puree and salt and pepper to taste,4.856681415929204,6.36978787878788,Mexican
" boil for 10 minutes over low heat, or until the chiltomate has thickened",4.1266970802919705,4.558217821782178,Mexican
 keep warm,3.391322314049587,6.900634920634921,Mexican
" for the papadzules: bring the water, salt and epazote to a boil in a small saucepan",4.261278538812785,5.193398058252427,Mexican
 cook for a couple of minutes,4.858746391349023,6.000182568463174,Mexican
" meanwhile, grind the pumpkin seeds in a food processor",4.584298442372238,6.312065152864352,Mexican
" add the epazote and the warm cooking liquid to the pumpkin seeds in the food processor and puree, making a thick, creamy sauce",4.13070958469484,6.53393834355878,Mexican
 pour into a shallow bowl,3.246591928251121,4.693159609120522,Mexican
" next to the bowl, place a plate and then a serving platter",4.030914252225194,5.643228699551569,Mexican
 have the chopped eggs close by,3.8291322314049587,6.456957671957671,Mexican
" to assemble: dip the tortillas, one by one into the pumpkin sauce, covering them completely",3.643679815132904,5.793870875725017,Mexican
" one by one, place a tortilla on the next plate, fill with chopped eggs and roll like and enchilada",3.57579767262786,6.096661479546774,Mexican
 place on serving platter,3.5357651484294514,5.713268101761252,Mexican
 pour any remaining pumpkin sauce evenly over the papadzules,3.84730083923486,6.185503961071715,Mexican
" serve warm or at room temperature, accompanied with the chiltomate",4.014307843113526,5.977548517585117,Mexican
" combine water and sugar, stirring until sugar dissolves",5.327237687366166,6.6759259259259265,Mexican
" place strawberries in a blender, and process until smooth",4.327659757406079,5.770338366582166,Mexican
" combine the sugar mixture, strawberry puree, and juice",4.827136772657995,6.974191755383422,Mexican
 stir well,6.2917865429234325,6.340194552529184,Mexican
 toast chilies on a dry medium,3.3497299679858954,5.822962226640159,Mexican
"hot skillet, pressing them flat, until they are aromatic, 10 seconds per side",4.336847010095781,5.08826536822885,Mexican
" scoop into a bowl, cover with hot tap water, and rehydrate 30 minutes, stirring to insure even soaking",4.3806111812781,5.612429271643993,Mexican
 drain and discard water,3.8391946308724836,5.160202898550724,Mexican
" if desired, open chiles and gently remove seeds",5.502412288674786,5.26482690405539,Mexican
" add fruit spread, lime juice, sugar and salt",4.421799687246622,6.407381622011065,Mexican
 finished chamoy should be the consistency of syrup,3.0472615515048753,6.2163060686015825,Mexican
"  if necessary, add a bit of water to thin it to the right consistency",4.259641304107291,5.983822135657538,Mexican
 blanch 2 sliced red onions in a small saucepan of boiling water to cover for 1 minute and drain in a colander,4.341011025063718,5.34211831180966,Mexican
" then return them to the pan and add a cup of cider vinegar, a teaspoon of salt, and just enough cold water to barely cover the onions",4.705966043088144,5.504179878944115,Mexican
 bring to a boil over high heat and simmer the onions 1 minute,5.241613449238312,5.583994741140615,Mexican
 transfer the onions and brine to a glass jar and chill,6.356693548387096,4.872931034482758,Mexican
 the onions will turn the color of a pink piñata and will get crisp as they cool,3.6072105071807,6.418085339367462,Mexican
 they'll keep for weeks in the refrigerator,3.43,6.32,Mexican
" to make dough: in a large bowl, mix the flour, yeast, and salt",4.118277404921701,6.07078078078078,Italian
 add water and stir until blended (the dough will be very sticky),4.8117008645277,6.0971210257293045,Italian
" cover with plastic wrap and let rest for 12 to 24 hours in a warm spot, about 70 degrees",3.6097030224118347,6.822402153783905,Italian
 place the dough on a lightly floured work surface and sprinkle the top with flour,3.8054114934026164,6.109475746107176,Italian
" fold the dough over on itself once or twice, cover loosely with plastic wrap, and let rest for 15 minutes",3.9091804090841524,6.086131745075804,Italian
" shape the dough into 3 or 4 balls, depending on how thick you want the crust",4.308582010394076,5.789389083246025,Italian
 generously sprinkle a clean cotton towel with flour and cover the dough with it,3.8639771862395396,6.204988135761171,Italian
 let the dough rise for 2 hours,5.64,6.2,Italian
 to make sauce: blanch tomato for 5 seconds in boiling water and quickly remove,5.144266226513611,5.405290916843092,Italian
 allow to cool to the touch,3.7103920382690925,6.624571508719436,Italian
 peel the skin with your hands and quarter the tomato,4.46903169868456,5.87866512345679,Italian
" remove the jelly and seeds, and reserve in a strainer or fine sieve",4.881308111981273,5.436301096934747,Italian
" strain the jelly to remove seeds, and combine resulting liquid in a bowl with the flesh of the tomatoes",4.49900122038107,4.717923785923394,Italian
 proceed to crush the tomatoes with your hands,4.414191388387835,4.924604656107155,Italian
 add salt and olive oil and stir,4.972436577131349,5.391592511475707,Italian
 to make pizza: place pizza stone on the middle rack of the oven and preheat on high broil,3.8501940175177083,5.86900955460913,Italian
 stretch or toss the dough into a disk approximately 10 inches in diameter,4.953425287356321,5.797597173144878,Italian
 pull rack out of oven and place the dough on top of the preheated pizza stone,4.082503493629401,6.0232662737366045,Italian
" drizzle 5 generous tablespoons of sauce over the dough, and spread evenly",4.857676348547718,7.009594594594594,Italian
 try to keep the sauce about ½ inch away from the perimeter of the dough,5.1360010192350884,6.227022734246141,Italian
 break apart or slice the buffalo mozzarella and arrange over the dough,4.7655656717489725,5.815947708431801,Italian
 return rack and pizza stone to the middle of the oven and broil for approximately 6 minutes,4.484244552052333,5.504858106627801,Italian
" remove and top with basil, olive oil, and salt",5.0548754609166275,5.44608368173343,Italian
 place finely grated pecorino romano in medium bowl,3.1829166666666664,5.450909090909091,Italian
  set colander inside large bowl,3.7766334164588535,5.461422924901186,Italian
 bring 2 quarts water to boil in large dutch oven,3.718805970149254,6.353269230769231,Italian
  add pasta and salt,4.5142422802850355,6.33066484134468,Italian
"  drain pasta into colander, reserving cooking water",4.217880818814702,5.940403778506467,Italian
  pour 1 1/2 cups cooking water into liquid measuring cup and discard remainder,4.501949397081595,5.845536071488661,Italian
  return pasta to now,4.831681415929204,5.90427652733119,Italian
empty bowl,2.78395225464191,4.665,Italian
 slowly whisk 1 cup of reserved pasta water into finely grated pecorino until smooth,4.258455932345476,5.765843406301034,Italian
"  whisk in cream, oil, and black pepper",4.61,5.39,Italian
"  gradually pour mixture over pasta, tossing to coat",5.0,6.08,Italian
"  let pasta rest 1 to 2 minutes, tossing frequently, adjusting consistency with remaining pasta water",3.9662817115571207,6.526603444382826,Italian
"  serve, passing coarsely grated pecorino separately",4.786948775055679,4.963507692307692,Italian
 preheat the oven to 425 degrees,2.95,6.16,Italian
 have ready a flameproof baking dish or roasting pan large enough to hold the fish in a single layer,4.556173818921337,5.896479800256633,Italian
 rinse the fish well and pat dry with paper towels,3.6346048110778595,5.857647256345268,Italian
" season lightly with salt and pepper, inside and out",4.2909505549949545,6.338294211246932,Italian
 stuff each fish with half the basil,3.956463599301107,5.97294002687187,Italian
" rub 1/4 cup of the olive oil into the skin of the fish, and set aside",4.33299178124668,5.5538343012919285,Italian
 place the baking dish or roasting pan over medium,4.266234629259723,5.870638970141179,Italian
high heat,6.08286496350365,5.64963696369637,Italian
" add 3/4 cup of the olive oil, the onion and garlic and cook for about 5 minutes, or until the onion is soft and translucent",4.236542139487441,6.477793564905848,Italian
" add the chopped chili pepper and bell pepper, and cook for 3 minutes, or until they have softened",4.241290322580645,6.196147540983607,Italian
" add the wine and cook for about 5 minutes, or until it has reduced by one",4.086589365165428,5.68948684186224,Italian
 reduce the heat to medium,5.832829787234042,4.171818181818181,Italian
"low and add the tomatoes, capers and olives",4.230736086175942,4.655986159169551,Italian
" when the sauce starts to bubble around the edges, remove from direct heat and keep it warm on the stovetop",4.430173346995695,5.696084065439382,Italian
 heat the remaining 1/2 cup of olive oil in a large skillet over high heat until it shimmers,5.230454533412083,5.103498062979821,Italian
" sear the fish for 3 minutes on each side, then transfer to the baking dish and baste with the sauce",4.104859105801145,6.00721456959314,Italian
 cover tightly with a lid or aluminum foil and bake for 8 minutes,4.719746960608534,5.502269608752086,Italian
 uncover and increase the oven temperature to 450 degrees,2.95,6.16,Italian
" bake for about 10 minutes, basting every 3 to 4 minutes, until the fish is just cooked through",4.501388989260988,6.305025288175551,Italian
 transfer the fish and sauce to a serving platter,4.441785060189548,6.035797658271863,Italian
" sprinkle with the parsley, drizzle with olive oil and serve hot",4.238592333263214,5.447086262929444,Italian
" mix together softened vanilla ice cream (you can soften it in the microwave on defrost for up to 1 minute), crushed coconut cookies, semi",3.611386644468644,6.046584982616156,Italian
sweet chocolate chips and chopped cherries,4.7538939670932345,7.39440366972477,Italian
" when ready to serve, scoop ice cream into 6 serving bowls",4.100649360984228,6.16681231858883,Italian
  top with heated hot fudge sauce or chocolate syrup and nut topping,4.305515314185916,6.494009321768484,Italian
  garnish each sundae with a whole cherry and serve,4.723884859046649,6.590805149561789,Italian
 pound the steak very thin and cut into 4 pieces,4.430126743693884,5.081248491637476,Italian
" place a slice of mozzarella on each piece, then top with parmesan, garlic powder, salt and pepper",3.904142004520544,6.0407535917566735,Italian
 roll each piece up tightly and secure with a string,3.4871179275679864,5.950821626049559,Italian
 heat the olive oil in a large nonstick skillet and brown the rolls evenly on each side,4.330788505712691,5.116170809199508,Italian
 drop them in your favorite pasta sauce and allow them to simmer for 2 hours or until tender and cooked through,4.273274484264226,6.307984292033879,Italian
 (the meat will add a wonderful flavor to your sauce,3.964516698683012,6.677980563723947,Italian
 remove the strings and serve,6.4958568329718,4.541434262948208,Italian
 (alternative: assemble and brown the beef rolls the night before and store them in the fridge,4.280792144122724,6.089813238077571,Italian
  then drop the rolls and the sauce in your crockpot and cook on low for 8 hours the next day),3.9015204694729775,5.156810433210105,Italian
   shape sausage into 1,4.390487804878049,5.765533596837945,Italian
inch meatballs and place into the soup pot,3.640364826115727,6.049437963944857,Italian
 cover and cook on medium,4.051743992865517,5.773671867136386,Italian
low heat until 170 ℉ in the middle of largest meatball,5.813093224825132,4.9626773750572175,Italian
"   prepare garlic, onion, and shallot, and 32 oz",3.82,5.66,Italian
 of seasoned chicken broth,3.484406438631791,6.731402439024389,Italian
 i prefer the decreased sodium paste over the dry cubed variety,4.422050270540084,5.243691954901587,Italian
"   when the sausage balls are cooked through empty all except 1/8 inch of the pork fat and then add the broth, onions, garlic,  and shallots",4.02904831290564,5.610310070449614,Italian
"  prepare rosemary, cayenne pepper,  black pepper, oregano, celery seed, and basil",4.090938628158845,5.794828882551206,Italian
"  to release the flavors grind with a mortar and pestle,  or rub briskly between the palms over the soup pot as they are added to the soup pot before the broth heats up to prevent burning yourself",4.563791354141187,5.697873436028484,Italian
  place lid on the pot,3.177235344511076,5.6966029570861885,Italian
 turn the heat up to medium,5.590285132382893,4.776547231270358,Italian
  wash the red potatoes and remove any eyes,4.656260351177412,5.537779189109262,Italian
 peel the potatoes and quarter them lengthwise,2.95,6.11,Italian
" once quartered, cut into one",3.7515935334872976,4.867951807228915,Italian
 add the cubed potatoes to the pot,3.6167068031306444,5.9702597234784855,Italian
"  cover and heat approximately 60 to 90 minutes, or until the potatoes are can be pierced with a fork and the soup is aromatic of the spices",4.197615843309877,5.798256404924626,Italian
" remove soup from hot burner, and add the kale to the soup and stir",5.435087507565505,5.6186343983986315,Italian
  it will soften and go limp quickly,4.12858347865318,5.540589969173343,Italian
  ladle out immediately and serve,5.464,5.711615853658536,Italian
 add the half & half to the soup and heat for 10,5.136425648021828,5.928339840434562,Italian
"minutes or so as you gently wash, thoroughly rinse, and shake dry the baby kale",5.290295937171905,5.786046511627908,Italian
 remove the soup pot from the hot burner,4.930175927852295,5.060914162317798,Italian
  add the kale to the soup and stir approximately one minute or until the kale goes limp,4.802800551511108,5.332876260411654,Italian
  ladle out immediately and serve,5.464,5.711615853658536,Italian
 beat egg and set into a rimmed plate,4.322161714265508,5.322961422647277,Italian
 set bread crumbs in a second rimmed plate,3.9761190375296174,5.72319817544081,Italian
" dip chicken breasts into the egg, then into the crumbs,coating both sides and shaking off excess",5.335227825910293,5.0810038095538115,Italian
